PLAYER,TEAM,POSITION,POINTS_FD,POINTS_DK,POINTS_YH,SALARY_FD,SALARY_DK,SALARY_YH,SLATE_MAIN,SLATE_THU_MON,SLATE_SUN_EARLY,SLATE_SUN_MON,SLATE_AFTERNOON,SLATE_SUN_TURBO,DIFF_DK,COLOR_DK,DIFF_FD,COLOR_FD,DIFF_YH,COLOR_YH
Laviska Shenault,JAC,WR,5.9,7.21,5.9,5400,4100,13,1,1,1,1,1,1,5.25,#FDFDFE,4.5,#FFFAF1,4.75,#F8F8FD
Trey Burton,IND,TE,5.85,7.2,5.85,5200,3100,15,1,1,1,1,1,1,2,#FFC864,3,#FFDDA1,3.75,#FFF6E6
Drew Sample,CIN,TE,5.68,7.17,5.68,4700,3000,12,1,1,1,1,1,1,2,#FFC864,2,#FFCA6B,2.75,#FFE0A8
Houston D/ST,HOU,DST,7.13,7.13,7.13,3400,2600,12,1,1,1,1,1,1,2.25,#FFCD71,1,#FFB735,1,#FFBA3D
Jacob Hollister,SEA,TE,5.79,7.1,5.79,4900,3100,10,1,1,1,1,1,1,2.25,#FFCD71,2.25,#FFCF78,2.25,#FFD58A
San Francisco D/ST,SF,DST,7.1,7.1,7.1,4600,2700,16,1,1,1,1,1,1,2.5,#FFD17E,3.25,#FFE2AE,2.25,#FFD58A
Tyler Higbee,LA,TE,5.66,7.06,5.66,5300,3500,11,1,1,1,1,1,1,3.25,#FFDEA4,3,#FFDDA1,2.75,#FFE0A8
Adrian Peterson,DET,RB,6.57,7.04,6.57,5900,5000,17,1,1,1,1,1,1,8.25,#E4E4F9,7.75,#E4E4F9,7.75,#DADAF8
Brandon Powell,ATL,WR,5.61,7.03,5.61,4600,3000,10,1,1,1,1,1,1,3.25,#FFDEA4,3.25,#FFE2AE,3.5,#FFF0D7
Jakeem Grant,MIA,WR,5.51,7,5.51,4900,3400,10,1,1,1,1,1,1,4,#FFECC9,3.5,#FFE7BB,3.75,#FFF6E6
Marquez Valdes-Scantling,GB,WR,5.92,7,5.92,5400,3900,15,1,1,1,1,1,1,4.75,#FFF9EF,4.5,#FFFAF1,5,#F6F6FD
Keith Kirkwood,CAR,WR,5.61,6.9,5.61,4500,3000,10,1,1,1,1,1,1,3.5,#FFE3B0,3.25,#FFE2AE,3.5,#FFF0D7
Philadelphia D/ST,PHI,DST,6.77,6.77,6.77,3600,2200,13,1,1,1,1,1,1,1.75,#FFC458,2,#FFCA6B,1.75,#FFCA6B
Tennessee D/ST,TEN,DST,6.76,6.76,6.76,3900,3100,12,1,1,1,1,1,1,3.5,#FFE3B0,2.5,#FFD486,1.5,#FFC55C
Kansas City D/ST,KC,DST,6.73,6.73,6.73,4200,3500,16,1,1,1,1,1,1,4.75,#FFF9EF,2.75,#FFD993,2.5,#FFDB99
Gerald Everett,LA,TE,5.26,6.61,5.26,4800,3300,11,1,1,1,1,1,1,2.75,#FFD68A,2.5,#FFD486,3.25,#FFEBC7
Pittsburgh D/ST,PIT,DST,6.61,6.61,6.61,4700,3400,19,1,1,0,1,1,1,4.75,#FFF9EF,4,#FFF0D6,3,#FFE6B8
Green Bay D/ST,GB,DST,6.55,6.55,6.55,4300,3300,13,1,1,1,1,1,1,4,#FFECC9,3.5,#FFE7BB,2,#FFD07A
N'Keal Harry,NE,WR,5.15,6.55,5.15,5400,3100,10,1,1,1,1,1,1,4,#FFECC9,5.25,#FAFAFE,4,#FFFBF5
Trenton Cannon,CAR,RB,5.37,6.51,5.37,4600,4000,10,1,1,1,1,1,1,7.25,#ECECFB,6.5,#EFEFFC,6.75,#E4E4F9
Cincinnati D/ST,CIN,DST,6.5,6.5,6.5,3600,2300,12,1,1,1,1,1,1,2,#FFC864,2.25,#FFCF78,1.75,#FFCA6B
Chicago D/ST,CHI,DST,6.49,6.49,6.49,4100,3000,14,1,1,1,1,1,1,4,#FFECC9,2.75,#FFD993,2.25,#FFD58A
Darrell Henderson,LA,RB,5.8,6.49,5.8,5700,4900,18,1,1,1,1,1,1,8.75,#E0E0F9,8,#E2E2F9,8.75,#D0D0F6
Tampa Bay D/ST,TB,DST,6.43,6.43,6.43,4100,2900,17,1,1,1,1,1,1,3.25,#FFDEA4,2.75,#FFD993,3.25,#FFEBC7
Washington D/ST,WSH,DST,6.34,6.34,6.34,3900,2800,16,1,1,1,1,1,1,3.25,#FFDEA4,2.75,#FFD993,3,#FFE6B8
Ito Smith,ATL,RB,5.76,6.33,5.76,5200,4400,11,1,1,1,1,1,1,8,#E6E6FA,6.75,#EDEDFB,6.5,#E7E7FA
Cameron Batson,TEN,WR,5.07,6.32,5.07,4800,3000,10,1,1,1,1,1,1,4,#FFECC9,4,#FFF0D6,4,#FFFBF5
Dez Bryant,BAL,WR,5.15,6.26,5.15,4700,3000,11,1,1,1,1,0,1,4.25,#FFF0D6,3.75,#FFECC9,5.25,#F3F3FC
Baltimore D/ST,BAL,DST,6.16,6.16,6.16,4400,3000,20,1,1,1,1,0,1,4.25,#FFF0D6,3.75,#FFECC9,3.75,#FFF6E6
Carolina D/ST,CAR,DST,6.14,6.14,6.14,3400,2900,17,1,1,1,1,1,1,3.5,#FFE3B0,1.75,#FFC65D,3.5,#FFF0D7
Chris Conley,JAC,WR,4.9,6.1,4.9,4900,3000,11,1,1,1,1,1,1,4.25,#FFF0D6,4.25,#FFF5E4,5.5,#F1F1FC
Cordarrelle Patterson,CHI,RB,5.43,6.08,5.43,5500,3600,14,1,1,1,1,1,1,7,#EEEEFB,8,#E2E2F9,7.25,#DFDFF9
Buffalo D/ST,BUF,DST,6.07,6.07,6.07,3800,2300,10,1,1,1,0,1,1,2.5,#FFD17E,3,#FFDDA1,1.75,#FFCA6B
Justin Jackson,LAC,RB,5.54,5.99,5.54,4800,4000,12,1,1,1,1,1,1,7.75,#E8E8FA,6.5,#EFEFFC,6.75,#E4E4F9
Indianapolis D/ST,IND,DST,5.92,5.92,5.92,4800,3200,18,1,1,1,1,1,1,4.5,#FFF5E3,5,#FCFCFE,3.75,#FFF6E6
Carlos Hyde,SEA,RB,5.26,5.91,5.26,5600,5100,15,1,1,1,1,1,1,9.5,#D9D9F7,8.25,#E0E0F9,7.5,#DDDDF8
Tony Pollard,DAL,RB,5.31,5.91,5.31,4800,5300,15,1,1,1,1,1,1,10.75,#CFCFF5,6.75,#EDEDFB,7.5,#DDDDF8
Travis Fulgham,PHI,WR,4.77,5.86,4.77,5600,4900,12,1,1,1,1,1,1,8,#E6E6FA,5.75,#F6F6FD,5.75,#EEEEFB
Tre'Quan Smith,NO,WR,4.84,5.85,4.84,5000,3300,12,1,1,1,1,1,1,5.25,#FDFDFE,4.75,#FFFFFF,5.75,#EEEEFB
Atlanta D/ST,ATL,DST,5.82,5.82,5.82,3500,2400,12,1,1,1,1,1,1,2.75,#FFD68A,2.75,#FFD993,2.25,#FFD58A
Demarcus Robinson,KC,WR,4.78,5.81,4.78,5200,3800,11,1,1,1,1,1,1,5.75,#F9F9FD,5.25,#FAFAFE,5.75,#EEEEFB
Brandon Zylstra,CAR,WR,4.69,5.8,4.69,4500,3000,10,1,1,1,1,1,1,4.5,#FFF5E3,4.25,#FFF5E4,4.5,#FBFBFE
Jared Cook,NO,TE,4.73,5.8,4.73,5400,3800,11,1,1,1,1,1,1,4.5,#FFF5E3,4,#FFF0D6,3.75,#FFF6E6
New England D/ST,NE,DST,5.77,5.77,5.77,3900,3300,14,1,1,1,1,1,1,4.75,#FFF9EF,3.5,#FFE7BB,3,#FFE6B8
