shortName,playerId,playerDkId,position,teamAbbreviation,salary,jdt_players_points,name,startTime
I. Hyman,739628,14586,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
A. Wilson,556955,14995,WR,MIN,3000,3.4,GB @ MIN,2022-09-11T20:25:00.0000000Z
I. Smith-Marsette,1059221,560853,WR,MIN,3000,4,GB @ MIN,2022-09-11T20:25:00.0000000Z
O. Johnson,867071,17219,WR,MIN,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Nailor,1126817,641086,WR,MIN,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
D. Chisena,883314,485780,WR,MIN,3000,0,GB @ MIN,2022-09-11T20:25:00.0000000Z
M. Mitchell,1166231,562287,WR,MIN,3000,0,GB @ MIN,2022-09-11T20:25:00.0000000Z
B. Proehl,1052464,561305,WR,MIN,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. Jackson,943189,485747,WR,MIN,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. Hennigan,975342,641240,WR,MIN,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
Am. Rodgers,978580,560758,WR,GB,3000,0.6,GB @ MIN,2022-09-11T20:25:00.0000000Z
R. Doubs,1122653,641025,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Winfree,836079,19098,WR,GB,3000,1.6,GB @ MIN,2022-09-11T20:25:00.0000000Z
M. Taylor,1166944,19797,WR,GB,3000,0.2,GB @ MIN,2022-09-11T20:25:00.0000000Z
S. Toure,920560,641153,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
R. Gafford,944604,12557,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
D. Davis III,1065348,641308,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
O. Mitchell,922097,561379,WR,GB,3000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Moore Jr.,1166990,19244,WR,LAC,3000,4.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Reed,924222,485577,WR,LAC,3000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
M. Bandy,920482,575781,WR,LAC,3000,0,LV @ LAC,2022-09-11T20:25:00.0000000Z
M. Ffrench,922528,485853,WR,LAC,3000,0.1,LV @ LAC,2022-09-11T20:25:00.0000000Z
T. Bradford,913587,642954,WR,LAC,3000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
M. Hollins,702808,17121,WR,LV,3000,3.5,LV @ LAC,2022-09-11T20:25:00.0000000Z
T. Johnson,865567,11675,WR,LV,3000,0.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Veasy,911523,11243,WR,LV,3000,0,LV @ LAC,2022-09-11T20:25:00.0000000Z
I. Zuber,879953,485767,WR,LV,3000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
D. Stoner,923149,562747,WR,LV,3000,0,LV @ LAC,2022-09-11T20:25:00.0000000Z
D. Turner,923814,562748,WR,LV,3000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Hall,1058681,642682,WR,LV,3000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
D. Patmon,910629,485638,WR,IND,3000,1.3,IND @ HOU,2022-09-11T17:00:00.0000000Z
M. Strachan,1191979,560940,WR,IND,3000,0.8,IND @ HOU,2022-09-11T17:00:00.0000000Z
K. Coutee,882929,17643,WR,IND,3000,0.8,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Harris,1130881,487447,WR,IND,3000,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
I. Ford,836936,14486,WR,IND,3000,3.1,IND @ HOU,2022-09-11T17:00:00.0000000Z
S. Nacua,946004,642695,WR,IND,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
E. Fernea,962484,642639,WR,IND,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
M. Young Jr.,1066802,642670,WR,IND,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Hurst,1215199,488056,WR,IND,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Moore,606551,17253,WR,HOU,3000,4.9,IND @ HOU,2022-09-11T17:00:00.0000000Z
P. Dorsett II,596417,17652,WR,HOU,3000,3,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Davis,891229,17098,WR,HOU,3000,1.4,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Camp,919462,560906,WR,HOU,3000,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Beebe,746577,15062,WR,HOU,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Wedington,1060317,562297,WR,HOU,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Estrada,919131,641196,WR,HOU,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Johnson III,1060285,641195,WR,HOU,3000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Agnew,752646,19121,WR,JAX,3000,8.2,JAX @ WAS,2022-09-11T17:00:00.0000000Z
M. Hall,607435,19252,WR,JAX,3000,1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
J. Cotton Jr.,1074309,485876,WR,JAX,3000,0,JAX @ WAS,2022-09-11T17:00:00.0000000Z
T. Jones,1056747,561320,WR,JAX,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
K. Austin Jr.,1130526,641200,WR,JAX,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
L. Winningham,1053065,641286,WR,JAX,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
W. Johnson,948986,642977,WR,JAX,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
R. McDaniel,1078106,642974,WR,JAX,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
D. Brown,1107878,560755,WR,WAS,3000,1.9,JAX @ WAS,2022-09-11T17:00:00.0000000Z
D. Milne,1131214,560958,WR,WAS,3000,1.3,JAX @ WAS,2022-09-11T17:00:00.0000000Z
A. Erickson,652520,13578,WR,WAS,3000,0.5,JAX @ WAS,2022-09-11T17:00:00.0000000Z
K. Harmon,920809,20249,WR,WAS,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
M. Michel,604826,17272,WR,WAS,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
K. McGowan,1055267,641322,WR,WAS,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
J. Ezzard,946180,641317,WR,WAS,3000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
T. Godwin,879072,20527,WR,TEN,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
W. Robinson,1164875,640878,WR,NYG,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
R. James Jr.,822644,19550,WR,NYG,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
C. Board,695408,20482,WR,NYG,3000,1.6,NYG @ TEN,2022-09-11T20:25:00.0000000Z
C. Johnson,911644,485589,WR,NYG,3000,1.8,NYG @ TEN,2022-09-11T20:25:00.0000000Z
R. Foster,750838,11548,WR,NYG,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
D. Sills V,866973,19279,WR,NYG,3000,0.9,NYG @ TEN,2022-09-11T20:25:00.0000000Z
A. Bachman,884315,13360,WR,NYG,3000,-0.1,NYG @ TEN,2022-09-11T20:25:00.0000000Z
M. Kemp,746243,11567,WR,NYG,3000,0.2,NYG @ TEN,2022-09-11T20:25:00.0000000Z
K. Doss,830084,12513,WR,NYG,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
A. Proehl,823135,14036,WR,NYG,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
D. Fitzpatrick,923834,546458,WR,TEN,3000,4,NYG @ TEN,2022-09-11T20:25:00.0000000Z
K. Philips,1128108,641055,WR,TEN,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
R. McMath,976658,560903,WR,TEN,3000,0.2,NYG @ TEN,2022-09-11T20:25:00.0000000Z
C. Hollister,696881,19909,WR,TEN,3000,2.4,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Malone,820522,19600,WR,TEN,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
R. Roberson Jr.,1055088,641171,WR,TEN,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
M. Kinsey,1215308,488207,WR,TEN,3000,0,NYG @ TEN,2022-09-11T20:25:00.0000000Z
B. Lewis,1147949,642608,WR,TEN,3000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
G. Swaim,728021,16924,TE,TEN,3000,4.1,NYG @ TEN,2022-09-11T20:25:00.0000000Z
L. Lenoir,748115,17944,WR,PHI,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
Z. Pascal,658447,11148,WR,PHI,3000,6,PHI @ DET,2022-09-11T17:00:00.0000000Z
Q. Cephus,924362,485590,WR,DET,3000,9.9,PHI @ DET,2022-09-11T17:00:00.0000000Z
G. Ward,741292,17517,WR,PHI,3000,1.9,PHI @ DET,2022-09-11T17:00:00.0000000Z
D. Cain,867754,20082,WR,PHI,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Hightower,1130582,485592,WR,PHI,3000,0,PHI @ DET,2022-09-11T17:00:00.0000000Z
D. Allen,740692,638986,WR,PHI,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
B. Covey,882718,641721,WR,PHI,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
K. Wheatfall,1170925,642985,WR,PHI,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
T. Benson,1165782,18483,WR,DET,3000,2.5,PHI @ DET,2022-09-11T17:00:00.0000000Z
T. Kennedy,837087,19320,WR,DET,3000,1.5,PHI @ DET,2022-09-11T17:00:00.0000000Z
K. Pimpleton,976983,641292,WR,DET,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Johnson,1058625,641291,WR,DET,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
C. Sutton,913828,642708,WR,DET,3000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Reagor,976066,477185,WR,PHI,3000,4.4,PHI @ DET,2022-09-11T17:00:00.0000000Z
G. Dortch,910852,19496,WR,ARI,3000,1.4,KC @ ARI,2022-09-11T20:25:00.0000000Z
A. Isabella,878911,17819,WR,ARI,3000,0.3,KC @ ARI,2022-09-11T20:25:00.0000000Z
A. Baccellia,865838,485851,WR,ARI,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
C. Blake,837503,11007,WR,ARI,3000,0.4,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Kirklin,976657,641366,WR,ARI,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Payton,1175576,641367,WR,ARI,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
V. Bolden Jr.,749590,11435,WR,ARI,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Watson,832220,20208,WR,KC,3000,0,KC @ ARI,2022-09-11T20:25:00.0000000Z
D. Fountain,830751,11013,WR,KC,3000,0,KC @ ARI,2022-09-11T20:25:00.0000000Z
C. Powell,913546,560879,WR,KC,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
C. Coleman,695370,19031,WR,KC,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
O. Bayless,874368,485745,WR,KC,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
G. Jennings,877654,19881,WR,KC,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
A. Parker,924598,485723,WR,KC,3000,0,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Ross,1110725,639887,WR,KC,3000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
Chiefs,339,18379,DST,KC,3000,6.9,KC @ ARI,2022-09-11T20:25:00.0000000Z
L. Humphrey,920758,18546,WR,NE,3000,5,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Thornton,1110301,631488,WR,NE,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Montgomery,598969,19627,WR,NE,3000,2.1,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Nixon,945641,560938,WR,NE,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
K. Wilkerson,875523,488206,WR,NE,3000,6.7,NE @ MIA,2022-09-11T17:00:00.0000000Z
M. Slater,234403,18071,WR,NE,3000,0,NE @ MIA,2022-09-11T17:00:00.0000000Z
M. Sanu Sr.,494313,11274,WR,MIA,3000,4.1,NE @ MIA,2022-09-11T17:00:00.0000000Z
E. Ezukanma,1120915,641018,WR,MIA,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
L. Bowden Jr.,1071826,485512,WR,MIA,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Sherfield,835861,18107,WR,MIA,3000,1.2,NE @ MIA,2022-09-11T17:00:00.0000000Z
P. Williams,877244,14983,WR,MIA,3000,1.7,NE @ MIA,2022-09-11T17:00:00.0000000Z
R. Cracraft,749681,18565,WR,MIA,3000,0,NE @ MIA,2022-09-11T17:00:00.0000000Z
D. Dedmon,830626,629883,WR,MIA,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
B. Sanders,1068199,641230,WR,MIA,3000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
R. McCloud III,867759,20416,WR,SF,3000,4.2,SF @ CHI,2022-09-11T17:00:00.0000000Z
M. Turner,830686,20032,WR,SF,3000,3.1,SF @ CHI,2022-09-11T17:00:00.0000000Z
M. Johnson,691348,11085,WR,SF,3000,4,SF @ CHI,2022-09-11T17:00:00.0000000Z
K. Johnson,838443,17836,WR,SF,3000,0,SF @ CHI,2022-09-11T17:00:00.0000000Z
A. Mack,911710,485735,WR,SF,3000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Martin,1065052,641302,WR,SF,3000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Mack,942983,641394,WR,SF,3000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
N. Harry,910431,17785,WR,CHI,3000,2.3,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Newsome,976353,560919,WR,CHI,3000,1.4,SF @ CHI,2022-09-11T17:00:00.0000000Z
E. St. Brown,884601,19779,WR,CHI,3000,1.5,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Pettis,837820,19635,WR,CHI,3000,8.4,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Moore,1049915,19931,WR,CHI,3000,0,SF @ CHI,2022-09-11T17:00:00.0000000Z
N. Webster,828656,14157,WR,CHI,3000,0,SF @ CHI,2022-09-11T17:00:00.0000000Z
I. Coulter,1054229,485595,WR,CHI,3000,0,SF @ CHI,2022-09-11T17:00:00.0000000Z
C. Finke,884566,485750,WR,CHI,3000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
K. Shaa,1108029,641711,WR,CHI,3000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
S. Smith,1068165,535622,WR,CAR,3000,2.7,CLE @ CAR,2022-09-11T17:00:00.0000000Z
B. Zylstra,916610,20472,WR,CAR,3000,3.8,CLE @ CAR,2022-09-11T17:00:00.0000000Z
A. Roberts,329031,11993,WR,CAR,3000,0.7,CLE @ CAR,2022-09-11T17:00:00.0000000Z
K. Kirkwood,746244,18601,WR,CAR,3000,1.6,CLE @ CAR,2022-09-11T17:00:00.0000000Z
C. Saunders,911712,569634,WR,CAR,3000,1.6,CLE @ CAR,2022-09-11T17:00:00.0000000Z
C. Rambo,1062033,641253,WR,CAR,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
R. Henry,921693,641247,WR,CAR,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
A. Parchment,926835,641252,WR,CAR,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
D. Wright,1165720,641255,WR,CAR,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Bradley,885455,486110,WR,CLE,3000,2.1,CLE @ CAR,2022-09-11T17:00:00.0000000Z
M. Woods II,1106846,641097,WR,CLE,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Wims,922039,13297,WR,CLE,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
M. Harley Jr.,1051985,642628,WR,CLE,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
I. Weston,921093,642571,WR,CLE,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
T. Harris,1065021,642629,WR,CLE,3000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
I. Thomas,943093,20460,TE,CAR,3000,2.2,CLE @ CAR,2022-09-11T17:00:00.0000000Z
B. Gaither,881756,561464,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
J. Smith,883429,19695,WR,NYJ,3000,1.6,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
T. Wallace,1062546,560826,WR,BAL,3000,0.3,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
J. Moore,877073,485909,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
B. Victor,946594,485724,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
S. Bolden,1105684,641289,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
S. Bridges,1142646,641734,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
T. Clark,1178632,641738,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
M. Polk,1161426,641288,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
R. Webb,921965,641751,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
D. Williams,1127114,641295,WR,BAL,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
L. Cager,880123,473406,WR,NYJ,3000,0,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
D. Mims,934331,477183,WR,NYJ,3000,1.9,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
T. Black,1050230,562611,WR,NYJ,3000,2,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
R. Davis,750368,11372,WR,NYJ,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
K. Abram,1176303,641662,WR,NYJ,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
I. Charles,883312,641664,WR,NYJ,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
C. Jackson Jr.,1129846,641990,WR,NYJ,3000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
R. Adams,746602,106590,WR,NYJ,3000,0,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
M. Boykin,884553,16991,WR,PIT,3000,0.2,PIT @ CIN,2022-09-11T17:00:00.0000000Z
A. Miller,749136,12857,WR,PIT,3000,4.8,PIT @ CIN,2022-09-11T17:00:00.0000000Z
G. Olszewski,1168410,17982,WR,PIT,3000,0.4,PIT @ CIN,2022-09-11T17:00:00.0000000Z
C. White,1057484,485740,WR,PIT,3000,0.6,PIT @ CIN,2022-09-11T17:00:00.0000000Z
S. Sims Jr.,877596,20305,WR,PIT,3000,0,PIT @ CIN,2022-09-11T17:00:00.0000000Z
T. Vaughns,919311,561306,WR,PIT,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
T. Snead,1135832,643013,WR,PIT,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
M. Thomas,835086,14138,WR,CIN,3000,0.8,PIT @ CIN,2022-09-11T17:00:00.0000000Z
S. Morgan,866112,13905,WR,CIN,3000,0.2,PIT @ CIN,2022-09-11T17:00:00.0000000Z
T. Taylor,733849,19699,WR,CIN,3000,1,PIT @ CIN,2022-09-11T17:00:00.0000000Z
K. Lassiter II,935156,642623,WR,CIN,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
T. Irwin,884943,14599,WR,CIN,3000,0.8,PIT @ CIN,2022-09-11T17:00:00.0000000Z
P. Williams Jr.,1124459,560960,WR,CIN,3000,0,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Heiligh,1125104,642570,WR,CIN,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
K. Pryor,924381,642625,WR,CIN,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Sorenson,915951,642641,WR,CIN,3000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
D. Sample,837824,14047,TE,CIN,3000,1,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Deguara,866149,485524,TE,GB,2900,3.6,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. McBride,1108161,640885,TE,ARI,2900,,KC @ ARI,2022-09-11T20:25:00.0000000Z
Cardinals,355,18454,DST,ARI,2900,6.9,KC @ ARI,2022-09-11T20:25:00.0000000Z
H. Bryant,916467,485545,TE,CLE,2900,3.9,CLE @ CAR,2022-09-11T17:00:00.0000000Z
Falcons,323,18297,DST,ATL,2800,3.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Parham Jr.,875649,20286,TE,LAC,2800,4.2,LV @ LAC,2022-09-11T20:25:00.0000000Z
D. Arnold,1053627,18218,TE,JAX,2800,7,JAX @ WAS,2022-09-11T17:00:00.0000000Z
J. Smith,743749,20008,TE,NE,2800,4,NE @ MIA,2022-09-11T17:00:00.0000000Z
Z. Gentry,883079,18514,TE,PIT,2800,2.4,PIT @ CIN,2022-09-11T17:00:00.0000000Z
M. Williams,651658,18287,TE,ARI,2700,8.3,KC @ ARI,2022-09-11T20:25:00.0000000Z
Patriots,348,18415,DST,NE,2700,8.8,NE @ MIA,2022-09-11T17:00:00.0000000Z
R. Griffin,465129,19526,TE,CHI,2700,4.7,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Kroft,592268,11724,TE,SF,2700,4.4,SF @ CHI,2022-09-11T17:00:00.0000000Z
P. Brown,689689,14384,TE,HOU,2600,2.6,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Manhertz,563293,20413,TE,JAX,2600,1.1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
D. Smythe,749968,14894,TE,MIA,2600,4.1,NE @ MIA,2022-09-11T17:00:00.0000000Z
Dolphins,345,18401,DST,MIA,2600,9,NE @ MIA,2022-09-11T17:00:00.0000000Z
J. O'Shaughnessy,552352,20590,TE,CHI,2600,7.2,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. Johnson,884609,485734,TE,NO,2500,3.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
N. Vannett,606488,20040,TE,NO,2500,4,NO @ ATL,2022-09-11T17:00:00.0000000Z
B. Dillon,1165740,17107,TE,NO,2500,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
J. Holtz,692334,20255,TE,NO,2500,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
L. Krull,1122323,642824,TE,NO,2500,,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Soehner,946764,561358,TE,NO,2500,,NO @ ATL,2022-09-11T17:00:00.0000000Z
Z. Wood,606799,18896,TE,NO,2500,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
P. Hesse,846264,19904,TE,ATL,2500,1.2,NO @ ATL,2022-09-11T17:00:00.0000000Z
J. FitzPatrick,1131017,641110,TE,ATL,2500,,NO @ ATL,2022-09-11T17:00:00.0000000Z
J. Raine,916468,561430,TE,ATL,2500,,NO @ ATL,2022-09-11T17:00:00.0000000Z
T. Fisk,1060299,642937,TE,ATL,2500,,NO @ ATL,2022-09-11T17:00:00.0000000Z
B. Brinkley,463435,19836,TE,ATL,2500,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
M. Lewis,214197,19673,TE,GB,2500,2.5,GB @ MIN,2022-09-11T20:25:00.0000000Z
B. Ellefson,888731,486118,TE,MIN,2500,0,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Mundt,740704,13962,TE,MIN,2500,0.3,GB @ MIN,2022-09-11T20:25:00.0000000Z
Z. Davidson,1283807,560865,TE,MIN,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
N. Muse,1049792,641123,TE,MIN,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
S. Beyer,923897,561873,TE,MIN,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
A. DePaola,300580,20359,TE,MIN,2500,0,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. Davis,866174,485633,TE,GB,2500,0.5,GB @ MIN,2022-09-11T20:25:00.0000000Z
D. Dafney,976393,511356,TE,GB,2500,0.5,GB @ MIN,2022-09-11T20:25:00.0000000Z
A. Mack,884573,18664,TE,GB,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
S. Cannella,976731,591412,TE,GB,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Coco,1056649,643317,TE,GB,2500,,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. McKitty,976252,560770,TE,LAC,2500,1,LV @ LAC,2022-09-11T20:25:00.0000000Z
H. Kampmoyer,910567,561345,TE,LAC,2500,0,LV @ LAC,2022-09-11T20:25:00.0000000Z
S. Smartt,1056865,642965,TE,LAC,2500,,LV @ LAC,2022-09-11T20:25:00.0000000Z
E. Krommenhoek,1066368,642956,TE,LAC,2500,,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Hollister,696882,19867,TE,LV,2500,2.9,LV @ LAC,2022-09-11T20:25:00.0000000Z
N. Bowers,883307,485770,TE,LV,2500,0,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Horsted,881708,12671,TE,LV,2500,2.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
C. Fotheringham,913155,642679,TE,LV,2500,,LV @ LAC,2022-09-11T20:25:00.0000000Z
K. Granson,921050,560817,TE,IND,2500,1.3,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Woods,975503,640906,TE,IND,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Ogletree,1271740,641088,TE,IND,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
M. Jacobson,882436,592150,TE,IND,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
N. Kalinic,1166045,629884,TE,IND,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
T. Quitoriano,1128538,641060,TE,HOU,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Driskel,592538,13532,TE,HOU,2500,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
A. Auclair,1050026,20072,TE,HOU,2500,1,IND @ HOU,2022-09-11T17:00:00.0000000Z
M. Schreck,694088,14055,TE,HOU,2500,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
S. Green,911219,641194,TE,HOU,2500,,IND @ HOU,2022-09-11T17:00:00.0000000Z
L. Farrell,946541,560847,TE,JAX,2500,0.8,JAX @ WAS,2022-09-11T17:00:00.0000000Z
G. Gunter,920889,641280,TE,JAX,2500,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
